# 总字数共1,011,623,817字
# 制作： https://github.com/studyzy/imewlconverter/blob/master/参考/6763字频表(基数10亿).xls
"汉字","排名","频次","频率","累计频率"
犷,3933,2509,0.000%,99.860%
渤,3934,2507,0.000%,99.860%
滤,3935,2507,0.000%,99.860%
螓,3936,2504,0.000%,99.860%
赂,3937,2504,0.000%,99.861%
踵,3938,2497,0.000%,99.861%
糗,3939,2486,0.000%,99.861%
蛆,3940,2484,0.000%,99.861%
篱,3941,2482,0.000%,99.862%
泯,3942,2481,0.000%,99.862%
袂,3943,2478,0.000%,99.862%
岑,3944,2471,0.000%,99.862%
撬,3945,2466,0.000%,99.863%
拴,3946,2465,0.000%,99.863%
嗲,3947,2462,0.000%,99.863%
晤,3948,2461,0.000%,99.863%
矶,3949,2457,0.000%,99.864%
靼,3950,2456,0.000%,99.864%
凋,3951,2453,0.000%,99.864%
碳,3952,2449,0.000%,99.864%
骠,3953,2443,0.000%,99.865%
渝,3954,2439,0.000%,99.865%
萃,3955,2438,0.000%,99.865%
晔,3956,2436,0.000%,99.865%
醺,3957,2436,0.000%,99.866%
馈,3958,2436,0.000%,99.866%
幌,3959,2433,0.000%,99.866%
赧,3960,2433,0.000%,99.866%
嗬,3961,2425,0.000%,99.867%
嘹,3962,2420,0.000%,99.867%
荤,3963,2420,0.000%,99.867%
卯,3964,2418,0.000%,99.867%
麓,3965,2418,0.000%,99.868%
峒,3966,2416,0.000%,99.868%
羚,3967,2415,0.000%,99.868%
鸨,3968,2415,0.000%,99.868%
俸,3969,2414,0.000%,99.868%
抠,3970,2410,0.000%,99.869%
梆,3971,2403,0.000%,99.869%
噌,3972,2400,0.000%,99.869%
氤,3973,2397,0.000%,99.869%
裆,3974,2395,0.000%,99.870%
菡,3975,2386,0.000%,99.870%
涸,3976,2385,0.000%,99.870%
釜,3977,2384,0.000%,99.870%
僖,3978,2379,0.000%,99.871%
褥,3979,2374,0.000%,99.871%
囤,3980,2372,0.000%,99.871%
舫,3981,2369,0.000%,99.871%
毓,3982,2367,0.000%,99.872%
贮,3983,2365,0.000%,99.872%
盅,3984,2356,0.000%,99.872%
睐,3985,2356,0.000%,99.872%
苜,3986,2355,0.000%,99.872%
婵,3987,2340,0.000%,99.873%
痉,3988,2334,0.000%,99.873%
涤,3989,2329,0.000%,99.873%
硫,3990,2326,0.000%,99.873%
饺,3991,2325,0.000%,99.874%
椭,3992,2323,0.000%,99.874%
氲,3993,2318,0.000%,99.874%
挛,3994,2303,0.000%,99.874%
腼,3995,2301,0.000%,99.875%
镭,3996,2301,0.000%,99.875%
蹒,3997,2300,0.000%,99.875%
渭,3998,2297,0.000%,99.875%
甭,3999,2297,0.000%,99.875%
瞰,4000,2294,0.000%,99.876%
笺,4001,2294,0.000%,99.876%
谪,4002,2293,0.000%,99.876%
渥,4003,2285,0.000%,99.876%
翌,4004,2285,0.000%,99.877%
隗,4005,2285,0.000%,99.877%
嗫,4006,2280,0.000%,99.877%
怏,4007,2275,0.000%,99.877%
绔,4008,2273,0.000%,99.877%
鳅,4009,2270,0.000%,99.878%
堑,4010,2268,0.000%,99.878%
沓,4011,2251,0.000%,99.878%
溯,4012,2251,0.000%,99.878%
颐,4013,2250,0.000%,99.879%
疵,4014,2245,0.000%,99.879%
霈,4015,2244,0.000%,99.879%
跤,4016,2242,0.000%,99.879%
苋,4017,2237,0.000%,99.879%
琬,4018,2234,0.000%,99.880%
甥,4019,2234,0.000%,99.880%
蚌,4020,2233,0.000%,99.880%
蜻,4021,2233,0.000%,99.880%
翟,4022,2231,0.000%,99.881%
癖,4023,2220,0.000%,99.881%
蝼,4024,2217,0.000%,99.881%
啾,4025,2210,0.000%,99.881%
卞,4026,2209,0.000%,99.881%
咿,4027,2209,0.000%,99.882%
韶,4028,2209,0.000%,99.882%
唷,4029,2207,0.000%,99.882%
蔬,4030,2207,0.000%,99.882%
毡,4031,2204,0.000%,99.883%
弋,4032,2193,0.000%,99.883%
怂,4033,2193,0.000%,99.883%
霁,4034,2188,0.000%,99.883%
泞,4035,2185,0.000%,99.883%
藕,4036,2185,0.000%,99.884%
鳖,4037,2183,0.000%,99.884%
掬,4038,2182,0.000%,99.884%
蟑,4039,2181,0.000%,99.884%
嗝,4040,2171,0.000%,99.884%
晾,4041,2170,0.000%,99.885%
桉,4042,2167,0.000%,99.885%
咤,4043,2164,0.000%,99.885%
霾,4044,2159,0.000%,99.885%
撰,4045,2157,0.000%,99.886%
桔,4046,2157,0.000%,99.886%
炕,4047,2150,0.000%,99.886%
臾,4048,2127,0.000%,99.886%
哐,4049,2125,0.000%,99.886%
瞌,4050,2118,0.000%,99.887%
圃,4051,2117,0.000%,99.887%
恸,4052,2114,0.000%,99.887%
岖,4053,2112,0.000%,99.887%
阂,4054,2107,0.000%,99.887%
璞,4055,2096,0.000%,99.888%
猊,4056,2095,0.000%,99.888%
汐,4057,2091,0.000%,99.888%
臌,4058,2090,0.000%,99.888%
獒,4059,2088,0.000%,99.888%
倡,4060,2084,0.000%,99.889%
臊,4061,2084,0.000%,99.889%
嗥,4062,2079,0.000%,99.889%
剽,4063,2075,0.000%,99.889%
俭,4064,2071,0.000%,99.890%
咨,4065,2068,0.000%,99.890%
笠,4066,2061,0.000%,99.890%
忏,4067,2054,0.000%,99.890%
秤,4068,2050,0.000%,99.890%
忤,4069,2048,0.000%,99.891%
啵,4070,2047,0.000%,99.891%
灸,4071,2046,0.000%,99.891%
蛹,4072,2045,0.000%,99.891%
畿,4073,2044,0.000%,99.891%
颉,4074,2040,0.000%,99.892%
殛,4075,2039,0.000%,99.892%
妤,4076,2036,0.000%,99.892%
搪,4077,2036,0.000%,99.892%
缆,4078,2036,0.000%,99.892%
琛,4079,2033,0.000%,99.893%
粲,4080,2021,0.000%,99.893%
橱,4081,2017,0.000%,99.893%
淀,4082,2017,0.000%,99.893%
垛,4083,2014,0.000%,99.893%
瘤,4084,2013,0.000%,99.894%
鹦,4085,2011,0.000%,99.894%
肾,4086,2010,0.000%,99.894%
觊,4087,2008,0.000%,99.894%
圳,4088,2006,0.000%,99.894%
雹,4089,2006,0.000%,99.895%
褂,4090,2001,0.000%,99.895%
邕,4091,2000,0.000%,99.895%
钛,4092,1994,0.000%,99.895%
挎,4093,1992,0.000%,99.895%
觎,4094,1990,0.000%,99.896%
辘,4095,1987,0.000%,99.896%
纺,4096,1972,0.000%,99.896%
鹉,4097,1972,0.000%,99.896%
恿,4098,1964,0.000%,99.896%
糯,4099,1961,0.000%,99.896%
鬃,4100,1961,0.000%,99.897%
榆,4101,1959,0.000%,99.897%
祗,4102,1959,0.000%,99.897%
胚,4103,1959,0.000%,99.897%
揶,4104,1952,0.000%,99.897%
辄,4105,1945,0.000%,99.898%
鹞,4106,1945,0.000%,99.898%
杳,4107,1941,0.000%,99.898%
咝,4108,1939,0.000%,99.898%
潋,4109,1937,0.000%,99.898%
玷,4110,1937,0.000%,99.899%
豺,4111,1935,0.000%,99.899%
嗵,4112,1929,0.000%,99.899%
坳,4113,1928,0.000%,99.899%
揄,4114,1928,0.000%,99.899%
螭,4115,1928,0.000%,99.900%
犸,4116,1927,0.000%,99.900%
魍,4117,1926,0.000%,99.900%
撵,4118,1923,0.000%,99.900%
炜,4119,1920,0.000%,99.900%
摁,4120,1917,0.000%,99.901%
捎,4121,1915,0.000%,99.901%
颦,4122,1909,0.000%,99.901%
箩,4123,1907,0.000%,99.901%
汜,4124,1902,0.000%,99.901%
潦,4125,1898,0.000%,99.901%
蚯,4126,1890,0.000%,99.902%
觐,4127,1890,0.000%,99.902%
肇,4128,1889,0.000%,99.902%
啕,4129,1885,0.000%,99.902%
芋,4130,1884,0.000%,99.902%
镀,4131,1884,0.000%,99.903%
坷,4132,1880,0.000%,99.903%
荃,4133,1880,0.000%,99.903%
翊,4134,1877,0.000%,99.903%
赈,4135,1867,0.000%,99.903%
淇,4136,1860,0.000%,99.903%
琮,4137,1857,0.000%,99.904%
濑,4138,1856,0.000%,99.904%
湄,4139,1854,0.000%,99.904%
骊,4140,1853,0.000%,99.904%
脓,4141,1852,0.000%,99.904%
郸,4142,1850,0.000%,99.905%
篑,4143,1845,0.000%,99.905%
粱,4144,1842,0.000%,99.905%
睥,4145,1840,0.000%,99.905%
犄,4146,1837,0.000%,99.905%
魉,4147,1836,0.000%,99.906%
齑,4148,1835,0.000%,99.906%
徙,4149,1834,0.000%,99.906%
柿,4150,1833,0.000%,99.906%
苯,4151,1833,0.000%,99.906%
骥,4152,1832,0.000%,99.906%
幔,4153,1831,0.000%,99.907%
阗,4154,1818,0.000%,99.907%
哂,4155,1816,0.000%,99.907%
罔,4156,1810,0.000%,99.907%
惰,4157,1807,0.000%,99.907%
辇,4158,1806,0.000%,99.907%
悼,4159,1802,0.000%,99.908%
宸,4160,1801,0.000%,99.908%
纰,4161,1795,0.000%,99.908%
裟,4162,1795,0.000%,99.908%
颚,4163,1794,0.000%,99.908%
旃,4164,1784,0.000%,99.909%
荦,4165,1779,0.000%,99.909%
蚓,4166,1779,0.000%,99.909%
趄,4167,1778,0.000%,99.909%
趔,4168,1773,0.000%,99.909%
啻,4169,1766,0.000%,99.909%
嵘,4170,1763,0.000%,99.910%
讹,4171,1759,0.000%,99.910%
垦,4172,1750,0.000%,99.910%
暹,4173,1748,0.000%,99.910%
蠡,4174,1744,0.000%,99.910%
囵,4175,1741,0.000%,99.910%
斡,4176,1740,0.000%,99.911%
摒,4177,1739,0.000%,99.911%
遢,4178,1732,0.000%,99.911%
轲,4179,1729,0.000%,99.911%
堰,4180,1726,0.000%,99.911%
湍,4181,1720,0.000%,99.911%
蘅,4182,1720,0.000%,99.912%
诽,4183,1715,0.000%,99.912%
魈,4184,1714,0.000%,99.912%
锚,4185,1711,0.000%,99.912%
袤,4186,1707,0.000%,99.912%
鼾,4187,1705,0.000%,99.913%
恪,4188,1702,0.000%,99.913%
褶,4189,1702,0.000%,99.913%
恣,4190,1699,0.000%,99.913%
倨,4191,1698,0.000%,99.913%
癌,4192,1698,0.000%,99.913%
漳,4193,1695,0.000%,99.914%
薯,4194,1695,0.000%,99.914%
腴,4195,1689,0.000%,99.914%
洵,4196,1688,0.000%,99.914%
瑁,4197,1688,0.000%,99.914%
沽,4198,1687,0.000%,99.914%
掸,4199,1685,0.000%,99.915%
耙,4200,1684,0.000%,99.915%
邋,4201,1683,0.000%,99.915%
谙,4202,1678,0.000%,99.915%
犁,4203,1677,0.000%,99.915%
硅,4204,1677,0.000%,99.915%
迄,4205,1671,0.000%,99.916%
嫔,4206,1670,0.000%,99.916%
玳,4207,1670,0.000%,99.916%
淅,4208,1668,0.000%,99.916%
骡,4209,1665,0.000%,99.916%
嘣,4210,1662,0.000%,99.916%
袄,4211,1662,0.000%,99.917%
谲,4212,1662,0.000%,99.917%
瘠,4213,1661,0.000%,99.917%
壬,4214,1655,0.000%,99.917%
孪,4215,1654,0.000%,99.917%
忻,4216,1654,0.000%,99.917%
侨,4217,1649,0.000%,99.917%
脐,4218,1647,0.000%,99.918%
孱,4219,1646,0.000%,99.918%
噫,4220,1634,0.000%,99.918%
痰,4221,1633,0.000%,99.918%
皿,4222,1633,0.000%,99.918%
羯,4223,1633,0.000%,99.918%
沅,4224,1630,0.000%,99.919%
噶,4225,1629,0.000%,99.919%
叵,4226,1628,0.000%,99.919%
蔫,4227,1628,0.000%,99.919%
愠,4228,1624,0.000%,99.919%
淄,4229,1621,0.000%,99.919%
鲛,4230,1621,0.000%,99.920%
彗,4231,1615,0.000%,99.920%
癞,4232,1615,0.000%,99.920%
袈,4233,1613,0.000%,99.920%
遑,4234,1609,0.000%,99.920%
骧,4235,1606,0.000%,99.920%
蜗,4236,1604,0.000%,99.921%
褛,4237,1603,0.000%,99.921%
镑,4238,1593,0.000%,99.921%
涓,4239,1592,0.000%,99.921%
褴,4240,1590,0.000%,99.921%
揩,4241,1586,0.000%,99.921%
镣,4242,1583,0.000%,99.921%
琊,4243,1582,0.000%,99.922%
炖,4244,1580,0.000%,99.922%
禺,4245,1574,0.000%,99.922%
瘁,4246,1567,0.000%,99.922%
罂,4247,1563,0.000%,99.922%
馥,4248,1560,0.000%,99.922%
郦,4249,1558,0.000%,99.923%
嶙,4250,1555,0.000%,99.923%
潢,4251,1555,0.000%,99.923%
讧,4252,1544,0.000%,99.923%
夔,4253,1543,0.000%,99.923%
镂,4254,1541,0.000%,99.923%
酆,4255,1540,0.000%,99.923%
涮,4256,1537,0.000%,99.924%
怵,4257,1535,0.000%,99.924%
澹,4258,1533,0.000%,99.924%
孬,4259,1530,0.000%,99.924%
豚,4260,1526,0.000%,99.924%
桧,4261,1521,0.000%,99.924%
臃,4262,1516,0.000%,99.925%
迩,4263,1516,0.000%,99.925%
篓,4264,1515,0.000%,99.925%
偻,4265,1513,0.000%,99.925%
銮,4266,1511,0.000%,99.925%
偕,4267,1507,0.000%,99.925%
泠,4268,1506,0.000%,99.925%
掖,4269,1504,0.000%,99.926%
樵,4270,1504,0.000%,99.926%
徵,4271,1503,0.000%,99.926%
蔻,4272,1501,0.000%,99.926%
遽,4273,1497,0.000%,99.926%
挞,4274,1495,0.000%,99.926%
臼,4275,1487,0.000%,99.926%
燧,4276,1485,0.000%,99.927%
碉,4277,1477,0.000%,99.927%
摞,4278,1476,0.000%,99.927%
臆,4279,1472,0.000%,99.927%
夙,4280,1467,0.000%,99.927%
麝,4281,1467,0.000%,99.927%
抒,4282,1461,0.000%,99.927%
轧,4283,1453,0.000%,99.928%
蒯,4284,1446,0.000%,99.928%
瞿,4285,1445,0.000%,99.928%
仞,4286,1444,0.000%,99.928%
鄢,4287,1444,0.000%,99.928%
鏖,4288,1443,0.000%,99.928%
帚,4289,1442,0.000%,99.928%
粤,4290,1442,0.000%,99.929%
椰,4291,1440,0.000%,99.929%
煊,4292,1439,0.000%,99.929%
盂,4293,1439,0.000%,99.929%
峋,4294,1438,0.000%,99.929%
憩,4295,1437,0.000%,99.929%
蓁,4296,1434,0.000%,99.929%
侗,4297,1429,0.000%,99.930%
阜,4298,1429,0.000%,99.930%
戛,4299,1428,0.000%,99.930%
庖,4300,1426,0.000%,99.930%
佻,4301,1425,0.000%,99.930%
匮,4302,1420,0.000%,99.930%
芹,4303,1416,0.000%,99.930%
蜓,4304,1411,0.000%,99.931%
榄,4305,1410,0.000%,99.931%
诋,4306,1408,0.000%,99.931%
遨,4307,1402,0.000%,99.931%
夥,4308,1399,0.000%,99.931%
痣,4309,1396,0.000%,99.931%
盹,4310,1396,0.000%,99.931%
泱,4311,1393,0.000%,99.932%
镳,4312,1390,0.000%,99.932%
忪,4313,1386,0.000%,99.932%
姣,4314,1381,0.000%,99.932%
镐,4315,1380,0.000%,99.932%
卟,4316,1377,0.000%,99.932%
噙,4317,1375,0.000%,99.932%
捱,4318,1368,0.000%,99.933%
犒,4319,1366,0.000%,99.933%
犊,4320,1365,0.000%,99.933%
腺,4321,1360,0.000%,99.933%
蓟,4322,1360,0.000%,99.933%
荑,4323,1359,0.000%,99.933%
傥,4324,1358,0.000%,99.933%
馊,4325,1353,0.000%,99.933%
碴,4326,1352,0.000%,99.934%
洱,4327,1349,0.000%,99.934%
鸢,4328,1343,0.000%,99.934%
帼,4329,1342,0.000%,99.934%
踮,4330,1342,0.000%,99.934%
蹩,4331,1342,0.000%,99.934%
跆,4332,1340,0.000%,99.934%
喟,4333,1339,0.000%,99.935%
倜,4334,1338,0.000%,99.935%
泗,4335,1336,0.000%,99.935%
闾,4336,1336,0.000%,99.935%
幄,4337,1326,0.000%,99.935%
濡,4338,1326,0.000%,99.935%
岷,4339,1325,0.000%,99.935%
鸶,4340,1325,0.000%,99.935%
粽,4341,1323,0.000%,99.936%
蝈,4342,1315,0.000%,99.936%
闳,4343,1315,0.000%,99.936%
怩,4344,1314,0.000%,99.936%
佝,4345,1310,0.000%,99.936%
芍,4346,1310,0.000%,99.936%
谀,4347,1310,0.000%,99.936%
奂,4348,1308,0.000%,99.937%
冗,4349,1305,0.000%,99.937%
猷,4350,1300,0.000%,99.937%
箕,4351,1295,0.000%,99.937%
隽,4352,1295,0.000%,99.937%
堇,4353,1290,0.000%,99.937%
萼,4354,1290,0.000%,99.937%
忸,4355,1287,0.000%,99.937%
戌,4356,1287,0.000%,99.938%
筵,4357,1281,0.000%,99.938%
濠,4358,1279,0.000%,99.938%
珩,4359,1279,0.000%,99.938%
愫,4360,1278,0.000%,99.938%
倌,4361,1276,0.000%,99.938%
沂,4362,1276,0.000%,99.938%
狒,4363,1275,0.000%,99.938%
淆,4364,1272,0.000%,99.939%
燮,4365,1271,0.000%,99.939%
喙,4366,1268,0.000%,99.939%
诌,4367,1268,0.000%,99.939%
颛,4368,1266,0.000%,99.939%
摹,4369,1265,0.000%,99.939%
锹,4370,1264,0.000%,99.939%
檄,4371,1263,0.000%,99.939%
鳍,4372,1263,0.000%,99.940%
骛,4373,1260,0.000%,99.940%
椁,4374,1259,0.000%,99.940%
翦,4375,1258,0.000%,99.940%
鹧,4376,1258,0.000%,99.940%
娼,4377,1256,0.000%,99.940%
弭,4378,1252,0.000%,99.940%
睑,4379,1241,0.000%,99.940%
漕,4380,1238,0.000%,99.941%
贰,4381,1238,0.000%,99.941%
槿,4382,1235,0.000%,99.941%
宕,4383,1233,0.000%,99.941%
砺,4384,1227,0.000%,99.941%
雉,4385,1227,0.000%,99.941%
鸪,4386,1225,0.000%,99.941%
汶,4387,1222,0.000%,99.941%
赣,4388,1218,0.000%,99.941%
轶,4389,1215,0.000%,99.942%
钊,4390,1211,0.000%,99.942%
橇,4391,1208,0.000%,99.942%
刽,4392,1207,0.000%,99.942%
浣,4393,1205,0.000%,99.942%
钺,4394,1205,0.000%,99.942%
谗,4395,1202,0.000%,99.942%
悖,4396,1199,0.000%,99.942%
獗,4397,1198,0.000%,99.943%
祚,4398,1196,0.000%,99.943%
荥,4399,1194,0.000%,99.943%
丶,4400,1193,0.000%,99.943%
槟,4401,1192,0.000%,99.943%
箬,4402,1189,0.000%,99.943%
繇,4403,1187,0.000%,99.943%
莆,4404,1177,0.000%,99.943%
诠,4405,1177,0.000%,99.944%
浃,4406,1174,0.000%,99.944%
牒,4407,1173,0.000%,99.944%
艮,4408,1172,0.000%,99.944%
麋,4409,1172,0.000%,99.944%
搡,4410,1163,0.000%,99.944%
岈,4411,1161,0.000%,99.944%
唳,4412,1158,0.000%,99.944%
忾,4413,1156,0.000%,99.944%
妪,4414,1152,0.000%,99.945%
霰,4415,1152,0.000%,99.945%
纾,4416,1151,0.000%,99.945%
蚱,4417,1148,0.000%,99.945%
谤,4418,1148,0.000%,99.945%
呷,4419,1147,0.000%,99.945%
撸,4420,1143,0.000%,99.945%
狻,4421,1143,0.000%,99.945%
蕙,4422,1141,0.000%,99.945%
昴,4423,1135,0.000%,99.946%
杈,4424,1135,0.000%,99.946%
怆,4425,1133,0.000%,99.946%
贻,4426,1131,0.000%,99.946%
缮,4427,1128,0.000%,99.946%
绉,4428,1126,0.000%,99.946%
鸩,4429,1124,0.000%,99.946%
砥,4430,1123,0.000%,99.946%
俪,4431,1117,0.000%,99.946%
彝,4432,1116,0.000%,99.947%
橄,4433,1114,0.000%,99.947%
攫,4434,1113,0.000%,99.947%
汾,4435,1113,0.000%,99.947%
膘,4436,1111,0.000%,99.947%
赳,4437,1111,0.000%,99.947%
鹄,4438,1110,0.000%,99.947%
邈,4439,1107,0.000%,99.947%
滟,4440,1103,0.000%,99.947%
恁,4441,1099,0.000%,99.948%
坯,4442,1096,0.000%,99.948%
邝,4443,1096,0.000%,99.948%
磬,4444,1095,0.000%,99.948%
陲,4445,1093,0.000%,99.948%
沏,4446,1091,0.000%,99.948%
缙,4447,1091,0.000%,99.948%
畸,4448,1090,0.000%,99.948%
蹇,4449,1090,0.000%,99.948%
铝,4450,1085,0.000%,99.949%
舀,4451,1084,0.000%,99.949%
匝,4452,1078,0.000%,99.949%
佞,4453,1077,0.000%,99.949%
箐,4454,1076,0.000%,99.949%
阚,4455,1076,0.000%,99.949%
钠,4456,1073,0.000%,99.949%
泾,4457,1072,0.000%,99.949%
坂,4458,1071,0.000%,99.949%
腓,4459,1067,0.000%,99.949%
掇,4460,1065,0.000%,99.950%
驽,4461,1064,0.000%,99.950%
迤,4462,1060,0.000%,99.950%
氢,4463,1058,0.000%,99.950%
鞅,4464,1056,0.000%,99.950%
蹶,4465,1051,0.000%,99.950%
讼,4466,1049,0.000%,99.950%
哔,4467,1046,0.000%,99.950%
嫒,4468,1044,0.000%,99.950%
蘸,4469,1044,0.000%,99.951%
佥,4470,1043,0.000%,99.951%
炷,4471,1043,0.000%,99.951%
哺,4472,1037,0.000%,99.951%
垩,4473,1032,0.000%,99.951%
磺,4474,1025,0.000%,99.951%
钏,4475,1024,0.000%,99.951%
氅,4476,1023,0.000%,99.951%
僮,4477,1015,0.000%,99.951%
皋,4478,1013,0.000%,99.951%
逅,4479,1013,0.000%,99.952%
胛,4480,1011,0.000%,99.952%
遛,4481,1008,0.000%,99.952%
涿,4482,1005,0.000%,99.952%
糠,4483,1004,0.000%,99.952%
翕,4484,1003,0.000%,99.952%
呔,4485,1001,0.000%,99.952%
衩,4486,1001,0.000%,99.952%
诘,4487,995,0.000%,99.952%
鳗,4488,994,0.000%,99.952%
翳,4489,993,0.000%,99.953%
髦,4490,992,0.000%,99.953%
锺,4491,989,0.000%,99.953%
苓,4492,987,0.000%,99.953%
姹,4493,985,0.000%,99.953%
浒,4494,984,0.000%,99.953%
跖,4495,984,0.000%,99.953%
铄,4496,984,0.000%,99.953%
敕,4497,981,0.000%,99.953%
荔,4498,977,0.000%,99.953%
巽,4499,975,0.000%,99.953%
舶,4500,973,0.000%,99.954%
佶,4501,969,0.000%,99.954%
娣,4502,964,0.000%,99.954%
濮,4503,963,0.000%,99.954%
嗑,4504,962,0.000%,99.954%
膻,4505,961,0.000%,99.954%
懑,4506,960,0.000%,99.954%
颀,4507,960,0.000%,99.954%
豸,4508,959,0.000%,99.954%
儆,4509,956,0.000%,99.954%
貉,4510,954,0.000%,99.955%
莓,4511,953,0.000%,99.955%
仨,4512,952,0.000%,99.955%
藜,4513,951,0.000%,99.955%
厩,4514,950,0.000%,99.955%
肪,4515,950,0.000%,99.955%
圜,4516,949,0.000%,99.955%
刎,4517,945,0.000%,99.955%
秣,4518,945,0.000%,99.955%
钜,4519,945,0.000%,99.955%
蜍,4520,943,0.000%,99.955%
汨,4521,940,0.000%,99.956%
孚,4522,936,0.000%,99.956%
邂,4523,933,0.000%,99.956%
舄,4524,932,0.000%,99.956%
聒,4525,931,0.000%,99.956%
呶,4526,930,0.000%,99.956%
谒,4527,930,0.000%,99.956%
戗,4528,926,0.000%,99.956%
莜,4529,925,0.000%,99.956%
泸,4530,924,0.000%,99.956%
阪,4531,924,0.000%,99.956%
椋,4532,922,0.000%,99.957%
扪,4533,920,0.000%,99.957%
聃,4534,918,0.000%,99.957%
舐,4535,918,0.000%,99.957%
逖,4536,918,0.000%,99.957%
猡,4537,917,0.000%,99.957%
邙,4538,914,0.000%,99.957%
姝,4539,911,0.000%,99.957%
汕,4540,911,0.000%,99.957%
剜,4541,909,0.000%,99.957%
佰,4542,904,0.000%,99.957%
绶,4543,901,0.000%,99.958%
罄,4544,901,0.000%,99.958%
龅,4545,899,0.000%,99.958%
蛀,4546,898,0.000%,99.958%
焊,4547,895,0.000%,99.958%
昶,4548,892,0.000%,99.958%
沱,4549,891,0.000%,99.958%
蜚,4550,891,0.000%,99.958%
谩,4551,889,0.000%,99.958%
砝,4552,888,0.000%,99.958%
埔,4553,887,0.000%,99.958%
螟,4554,887,0.000%,99.959%
衾,4555,886,0.000%,99.959%
耘,4556,883,0.000%,99.959%
竣,4557,879,0.000%,99.959%
蛭,4558,879,0.000%,99.959%
恹,4559,877,0.000%,99.959%
谆,4560,877,0.000%,99.959%
裨,4561,876,0.000%,99.959%
赝,4562,876,0.000%,99.959%
俾,4563,874,0.000%,99.959%
氐,4564,873,0.000%,99.959%
湫,4565,872,0.000%,99.960%
俟,4566,871,0.000%,99.960%
昀,4567,868,0.000%,99.960%
滇,4568,867,0.000%,99.960%
嗳,4569,863,0.000%,99.960%
鸵,4570,862,0.000%,99.960%
蒺,4571,861,0.000%,99.960%
樽,4572,858,0.000%,99.960%
诃,4573,856,0.000%,99.960%
涪,4574,849,0.000%,99.960%
踊,4575,846,0.000%,99.960%
琏,4576,845,0.000%,99.960%
淙,4577,844,0.000%,99.961%
蹴,4578,840,0.000%,99.961%
葩,4579,835,0.000%,99.961%
矍,4580,832,0.000%,99.961%
溥,4581,831,0.000%,99.961%
荏,4582,831,0.000%,99.961%
藓,4583,830,0.000%,99.961%
潸,4584,827,0.000%,99.961%
黜,4585,824,0.000%,99.961%
浚,4586,822,0.000%,99.961%
煅,4587,821,0.000%,99.961%
笆,4588,818,0.000%,99.961%
诮,4589,818,0.000%,99.962%
谡,4590,817,0.000%,99.962%
坨,4591,816,0.000%,99.962%
淞,4592,816,0.000%,99.962%
铤,4593,815,0.000%,99.962%
绥,4594,814,0.000%,99.962%
犟,4595,812,0.000%,99.962%
楔,4596,810,0.000%,99.962%
俦,4597,809,0.000%,99.962%
桢,4598,809,0.000%,99.962%
猕,4599,806,0.000%,99.962%
菠,4600,806,0.000%,99.962%
跛,4601,806,0.000%,99.962%
鱿,4602,805,0.000%,99.963%
恫,4603,804,0.000%,99.963%
瘌,4604,804,0.000%,99.963%
诰,4605,804,0.000%,99.963%
滂,4606,801,0.000%,99.963%
葭,4607,801,0.000%,99.963%
獐,4608,798,0.000%,99.963%
饪,4609,797,0.000%,99.963%
殄,4610,796,0.000%,99.963%
佃,4611,795,0.000%,99.963%
噱,4612,795,0.000%,99.963%
醐,4613,792,0.000%,99.963%
锉,4614,792,0.000%,99.963%
崧,4615,789,0.000%,99.964%
戊,4616,786,0.000%,99.964%
砧,4617,784,0.000%,99.964%
抨,4618,781,0.000%,99.964%
牦,4619,781,0.000%,99.964%
榷,4620,777,0.000%,99.964%
跻,4621,777,0.000%,99.964%
槊,4622,776,0.000%,99.964%
醍,4623,776,0.000%,99.964%
囱,4624,775,0.000%,99.964%
祛,4625,775,0.000%,99.964%
葳,4626,775,0.000%,99.964%
谚,4627,775,0.000%,99.964%
逡,4628,774,0.000%,99.965%
鎏,4629,773,0.000%,99.965%
绺,4630,772,0.000%,99.965%
灞,4631,770,0.000%,99.965%
绡,4632,770,0.000%,99.965%
玖,4633,768,0.000%,99.965%
茁,4634,768,0.000%,99.965%
诳,4635,768,0.000%,99.965%
骓,4636,768,0.000%,99.965%
谟,4637,767,0.000%,99.965%
咩,4638,765,0.000%,99.965%
哓,4639,762,0.000%,99.965%
蚤,4640,761,0.000%,99.965%
秧,4641,760,0.000%,99.966%
馍,4642,758,0.000%,99.966%
滓,4643,756,0.000%,99.966%
釉,4644,755,0.000%,99.966%
棂,4645,751,0.000%,99.966%
塾,4646,749,0.000%,99.966%
忱,4647,747,0.000%,99.966%
町,4648,744,0.000%,99.966%
籽,4649,744,0.000%,99.966%
柩,4650,743,0.000%,99.966%
嗄,4651,742,0.000%,99.966%
锟,4652,742,0.000%,99.966%
峪,4653,740,0.000%,99.966%
夯,4654,736,0.000%,99.967%
囫,4655,733,0.000%,99.967%
碱,4656,732,0.000%,99.967%
酡,4657,732,0.000%,99.967%
痍,4658,731,0.000%,99.967%
痿,4659,729,0.000%,99.967%
绌,4660,729,0.000%,99.967%
莘,4661,729,0.000%,99.967%
殁,4662,726,0.000%,99.967%
兕,4663,722,0.000%,99.967%
刍,4664,722,0.000%,99.967%
叁,4665,718,0.000%,99.967%
奘,4666,718,0.000%,99.967%
獬,4667,718,0.000%,99.967%
锷,4668,714,0.000%,99.968%
崴,4669,710,0.000%,99.968%
纭,4670,708,0.000%,99.968%
