# 现代汉语语料库汉字频率表
# 语料规模：2000万字 ，只列入出现次数大于5次的字
# 制作：www.cncorpus.org 语料库在线网站
汉字,排名,出现次数,频率（%）,累积频率（%）
双,635,4858.0,0.0312,81.6119
拿,636,4855.0,0.0312,81.6431
府,637,4852.0,0.0312,81.6743
限,638,4850.0,0.0312,81.7055
草,639,4835.0,0.0311,81.7366
项,640,4832.0,0.0311,81.76769999999999
述,641,4795.0,0.0308,81.79849999999999
曲,642,4790.0,0.0308,81.82929999999999
既,643,4754.0,0.0306,81.8599
春,644,4752.0,0.0306,81.8905
官,645,4740.0,0.0305,81.921
坚,646,4734.0,0.0304,81.9514
令,647,4719.0,0.0303,81.9817
句,648,4716.0,0.0303,82.012
助,649,4700.0,0.0302,82.0422
简,650,4675.0,0.0301,82.0723
杂,651,4669.0,0.03,82.1023
材,652,4664.0,0.03,82.1323
封,653,4653.0,0.0299,82.1622
护,654,4649.0,0.0299,82.1921
司,655,4643.0,0.0299,82.222
省,656,4636.0,0.0298,82.25179999999999
县,657,4630.0,0.0298,82.28159999999998
模,658,4626.0,0.0298,82.31139999999998
试,659,4623.0,0.0297,82.34109999999998
绝,660,4603.0,0.0296,82.37069999999999
洋,661,4600.0,0.0296,82.40029999999999
谁,662,4592.0,0.0295,82.42979999999999
继,663,4567.0,0.0294,82.45919999999998
止,664,4560.0,0.0293,82.48849999999999
喜,665,4550.0,0.0293,82.5178
优,666,4541.0,0.0292,82.547
词,667,4526.0,0.0291,82.5761
陈,668,4517.0,0.029,82.6051
鱼,669,4499.0,0.0289,82.63399999999999
终,670,4479.0,0.0288,82.66279999999999
施,671,4440.0,0.0286,82.69139999999999
晚,672,4427.0,0.0285,82.71989999999998
朝,673,4426.0,0.0285,82.74839999999998
含,674,4424.0,0.0285,82.77689999999997
仍,675,4423.0,0.0284,82.80529999999997
脑,676,4382.0,0.0282,82.83349999999997
甚,677,4377.0,0.0281,82.86159999999997
汉,678,4376.0,0.0281,82.88969999999996
修,679,4357.0,0.028,82.91769999999997
油,680,4329.0,0.0278,82.94549999999997
衣,681,4327.0,0.0278,82.97329999999997
击,682,4325.0,0.0278,83.00109999999997
云,683,4315.0,0.0278,83.02889999999996
送,684,4314.0,0.0277,83.05659999999996
巴,685,4311.0,0.0277,83.08429999999996
普,686,4294.0,0.0276,83.11189999999996
征,687,4290.0,0.0276,83.13949999999997
错,688,4289.0,0.0276,83.16709999999998
均,689,4276.0,0.0275,83.19459999999998
投,690,4262.0,0.0274,83.22199999999998
波,691,4260.0,0.0274,83.24939999999998
余,692,4260.0,0.0274,83.27679999999998
友,693,4257.0,0.0274,83.30419999999998
武,694,4247.0,0.0273,83.33149999999998
责,695,4235.0,0.0272,83.35869999999997
游,696,4234.0,0.0272,83.38589999999996
敌,697,4223.0,0.0272,83.41309999999996
叶,698,4201.0,0.027,83.44009999999996
船,699,4184.0,0.0269,83.46699999999996
久,700,4180.0,0.0269,83.49389999999995
否,701,4179.0,0.0269,83.52079999999995
异,702,4169.0,0.0268,83.54759999999995
块,703,4166.0,0.0268,83.57439999999994
脚,704,4159.0,0.0267,83.60109999999995
怕,705,4156.0,0.0267,83.62779999999995
田,706,4143.0,0.0266,83.65439999999995
策,707,4142.0,0.0266,83.68099999999995
苏,708,4137.0,0.0266,83.70759999999996
乡,709,4130.0,0.0266,83.73419999999996
帝,710,4129.0,0.0266,83.76079999999996
靠,711,4125.0,0.0265,83.78729999999996
医,712,4114.0,0.0265,83.81379999999996
测,713,4111.0,0.0264,83.84019999999995
植,714,4104.0,0.0264,83.86659999999995
啊,715,4101.0,0.0264,83.89299999999994
括,716,4095.0,0.0263,83.91929999999995
换,717,4093.0,0.0263,83.94559999999996
逐,718,4091.0,0.0263,83.97189999999996
娘,719,4088.0,0.0263,83.99819999999997
罗,720,4075.0,0.0262,84.02439999999997
戏,721,4073.0,0.0262,84.05059999999997
善,722,4054.0,0.0261,84.07669999999997
获,723,4034.0,0.0259,84.10259999999997
待,724,4029.0,0.0259,84.12849999999996
降,725,4023.0,0.0259,84.15439999999995
冲,726,4019.0,0.0258,84.18019999999996
父,727,4015.0,0.0258,84.20599999999996
置,728,4014.0,0.0258,84.23179999999996
左,729,4007.0,0.0258,84.25759999999997
右,730,4000.0,0.0257,84.28329999999997
沉,731,3994.0,0.0257,84.30899999999997
酸,732,3992.0,0.0257,84.33469999999997
亮,733,3984.0,0.0256,84.36029999999997
良,734,3980.0,0.0256,84.38589999999996
班,735,3976.0,0.0256,84.41149999999996
著,736,3973.0,0.0256,84.43709999999996
亚,737,3969.0,0.0255,84.46259999999995
抗,738,3961.0,0.0255,84.48809999999995
啦,739,3954.0,0.0254,84.51349999999995
静,740,3943.0,0.0254,84.53889999999996
渐,741,3942.0,0.0254,84.56429999999996
概,742,3938.0,0.0253,84.58959999999996
居,743,3926.0,0.0252,84.61479999999996
跑,744,3919.0,0.0252,84.63999999999996
旧,745,3918.0,0.0252,84.66519999999996
防,746,3918.0,0.0252,84.69039999999995
买,747,3902.0,0.0251,84.71549999999995
挥,748,3897.0,0.0251,84.74059999999994
负,749,3882.0,0.025,84.76559999999995
帮,750,3875.0,0.0249,84.79049999999995
欢,751,3868.0,0.0249,84.81539999999995
冷,752,3848.0,0.0247,84.84009999999995
液,753,3825.0,0.0246,84.86469999999996
停,754,3818.0,0.0246,84.88929999999996
减,755,3810.0,0.0245,84.91379999999997
男,756,3807.0,0.0245,84.93829999999997
胜,757,3798.0,0.0244,84.96269999999997
答,758,3795.0,0.0244,84.98709999999997
析,759,3779.0,0.0243,85.01139999999997
忙,760,3777.0,0.0243,85.03569999999996
短,761,3770.0,0.0242,85.05989999999996
烈,762,3767.0,0.0242,85.08409999999995
映,763,3752.0,0.0241,85.10819999999995
财,764,3747.0,0.0241,85.13229999999996
背,765,3744.0,0.0241,85.15639999999996
奇,766,3741.0,0.0241,85.18049999999997
药,767,3740.0,0.0241,85.20459999999997
承,768,3739.0,0.024,85.22859999999997
岁,769,3711.0,0.0239,85.25249999999997
略,770,3673.0,0.0236,85.27609999999997
穿,771,3651.0,0.0235,85.29959999999997
牛,772,3640.0,0.0234,85.32299999999996
室,773,3635.0,0.0234,85.34639999999996
移,774,3634.0,0.0234,85.39319999999995
饭,775,3634.0,0.0234,85.36979999999996
坏,776,3618.0,0.0233,85.41649999999996
假,777,3616.0,0.0233,85.43979999999996
州,778,3612.0,0.0232,85.46299999999997
缺,779,3611.0,0.0232,85.48619999999997
愿,780,3610.0,0.0232,85.50939999999997
练,781,3600.0,0.0232,85.53259999999997
超,782,3587.0,0.0231,85.55569999999997
雨,783,3583.0,0.023,85.57869999999997
慢,784,3582.0,0.023,85.60169999999997
竟,785,3575.0,0.023,85.62469999999996
呼,786,3571.0,0.023,85.64769999999996
散,787,3563.0,0.0229,85.67059999999996
灵,788,3562.0,0.0229,85.69349999999997
副,789,3552.0,0.0228,85.71629999999998
歌,790,3548.0,0.0228,85.73909999999998
谓,791,3541.0,0.0228,85.76189999999998
虫,792,3539.0,0.0228,85.78469999999999
读,793,3538.0,0.0228,85.80749999999999
介,794,3529.0,0.0227,85.83019999999999
培,795,3519.0,0.0226,85.85279999999999
卫,796,3515.0,0.0226,85.87539999999998
宗,797,3504.0,0.0225,85.89789999999998
章,798,3487.0,0.0224,85.92029999999998
评,799,3473.0,0.0223,85.96489999999999
伤,800,3473.0,0.0223,85.94259999999998
丰,801,3470.0,0.0223,85.98719999999999
核,802,3444.0,0.0221,86.00929999999998
预,803,3438.0,0.0221,86.03139999999998
担,804,3428.0,0.022,86.05339999999998
诉,805,3421.0,0.022,86.07539999999999
惊,806,3421.0,0.022,86.0974
刘,807,3420.0,0.022,86.1194
景,808,3399.0,0.0219,86.1413
乱,809,3385.0,0.0218,86.1631
氧,810,3379.0,0.0217,86.1848
阿,811,3377.0,0.0217,86.20649999999999
龙,812,3369.0,0.0217,86.22819999999999
宣,813,3366.0,0.0216,86.2498
升,814,3363.0,0.0216,86.2714
爷,815,3362.0,0.0216,86.293
洲,816,3361.0,0.0216,86.31460000000001
判,817,3353.0,0.0216,86.33620000000002
案,818,3329.0,0.0214,86.35760000000002
协,819,3306.0,0.0213,86.37890000000002
福,820,3301.0,0.0212,86.40010000000001
货,821,3290.0,0.0212,86.4213
味,822,3289.0,0.0212,86.4425
若,823,3285.0,0.0211,86.4636
促,824,3284.0,0.0211,86.4847
希,825,3265.0,0.021,86.5057
握,826,3253.0,0.0209,86.5266
端,827,3246.0,0.0209,86.5475
针,828,3241.0,0.0208,86.5683
屋,829,3228.0,0.0208,86.58909999999999
掌,830,3215.0,0.0207,86.60979999999999
检,831,3206.0,0.0206,86.6304
痛,832,3206.0,0.0206,86.651
闻,833,3204.0,0.0206,86.6716
妇,834,3195.0,0.0205,86.6921
贵,835,3191.0,0.0205,86.7126
顾,836,3190.0,0.0205,86.7331
沙,837,3182.0,0.0205,86.75359999999999
扩,838,3170.0,0.0204,86.77399999999999
困,839,3139.0,0.0202,86.79419999999999
哥,840,3122.0,0.0201,86.83439999999999
嘴,841,3122.0,0.0201,86.81429999999999
销,842,3116.0,0.02,86.85439999999998
印,843,3114.0,0.02,86.87439999999998
免,844,3101.0,0.0199,86.89429999999999
烟,845,3098.0,0.0199,86.9142
跳,846,3092.0,0.0199,86.9341
香,847,3090.0,0.0199,86.95400000000001
纸,848,3074.0,0.0198,86.97380000000001
户,849,3061.0,0.0197,86.99350000000001
板,850,3059.0,0.0197,87.01320000000001
睛,851,3040.0,0.0196,87.03280000000001
误,852,3028.0,0.0195,87.0523
探,853,3021.0,0.0194,87.0717
座,854,3018.0,0.0194,87.09110000000001
盾,855,3016.0,0.0194,87.11050000000002
灯,856,3016.0,0.0194,87.12990000000002
搞,857,3012.0,0.0194,87.14930000000003
祖,858,3003.0,0.0193,87.16860000000003
顺,859,2999.0,0.0193,87.18790000000003
婚,860,2995.0,0.0193,87.20720000000003
赶,861,2987.0,0.0192,87.22640000000003
季,862,2983.0,0.0192,87.24560000000002
兰,863,2979.0,0.0192,87.26480000000002
忽,864,2974.0,0.0191,87.28390000000002
践,865,2967.0,0.0191,87.30300000000001
熟,866,2962.0,0.019,87.32200000000002
矛,867,2961.0,0.019,87.34100000000002
银,868,2960.0,0.019,87.36000000000003
爸,869,2957.0,0.019,87.37900000000003
临,870,2956.0,0.019,87.39800000000004
佛,871,2946.0,0.0189,87.41690000000004
犯,872,2945.0,0.0189,87.43580000000004
胞,873,2941.0,0.0189,87.45470000000005
讨,874,2940.0,0.0189,87.47360000000005
陆,875,2938.0,0.0189,87.49250000000005
补,876,2937.0,0.0189,87.51140000000005
童,877,2929.0,0.0188,87.53020000000005
圆,878,2929.0,0.0188,87.54900000000005
归,879,2924.0,0.0188,87.56780000000005
弟,880,2920.0,0.0188,87.58660000000005
域,881,2914.0,0.0187,87.60530000000004
索,882,2906.0,0.0187,87.62400000000004
罪,883,2899.0,0.0186,87.64260000000004
脱,884,2882.0,0.0185,87.66110000000005
追,885,2870.0,0.0185,87.67960000000005
守,886,2866.0,0.0184,87.69800000000005
课,887,2864.0,0.0184,87.71640000000005
顶,888,2860.0,0.0184,87.73480000000005
松,889,2852.0,0.0183,87.75310000000005
杀,890,2840.0,0.0183,87.77140000000004
掉,891,2835.0,0.0182,87.78960000000004
野,892,2832.0,0.0182,87.80780000000003
训,893,2825.0,0.0182,87.82600000000002
遍,894,2822.0,0.0181,87.84410000000003
庭,895,2816.0,0.0181,87.86220000000003
弱,896,2814.0,0.0181,87.88030000000003
赛,897,2811.0,0.0181,87.89840000000004
额,898,2799.0,0.018,87.91640000000004
酒,899,2790.0,0.0179,87.93430000000004
绿,900,2789.0,0.0179,87.95220000000003
席,901,2786.0,0.0179,87.97010000000003
露,902,2785.0,0.0179,87.98800000000003
卖,903,2765.0,0.0178,88.00580000000002
钟,904,2760.0,0.0178,88.02360000000002
旁,905,2750.0,0.0177,88.04130000000002
肉,906,2743.0,0.0176,88.07650000000002
央,907,2743.0,0.0176,88.05890000000002
染,908,2739.0,0.0176,88.09410000000003
欧,909,2734.0,0.0176,88.11170000000003
怀,910,2732.0,0.0176,88.12930000000003
稳,911,2722.0,0.0175,88.14680000000003
伯,912,2721.0,0.0175,88.16430000000003
编,913,2707.0,0.0174,88.18170000000002
抓,914,2701.0,0.0174,88.19910000000002
玉,915,2691.0,0.0173,88.21640000000002
咱,916,2690.0,0.0173,88.23370000000003
唯,917,2687.0,0.0173,88.25100000000003
唱,918,2683.0,0.0173,88.26830000000004
翻,919,2682.0,0.0172,88.28550000000004
释,920,2682.0,0.0172,88.30270000000004
控,921,2680.0,0.0172,88.31990000000005
怪,922,2677.0,0.0172,88.33710000000005
阵,923,2670.0,0.0172,88.35430000000005
烧,924,2667.0,0.0172,88.37150000000005
堂,925,2666.0,0.0171,88.38860000000005
杨,926,2658.0,0.0171,88.40570000000005
您,927,2654.0,0.0171,88.42280000000005
诗,928,2648.0,0.017,88.43980000000005
灭,929,2647.0,0.017,88.45680000000004
夏,930,2645.0,0.017,88.47380000000004
敢,931,2645.0,0.017,88.49080000000004
退,932,2632.0,0.0169,88.50770000000004
姑,933,2631.0,0.0169,88.52460000000005
恶,934,2618.0,0.0168,88.54140000000005
透,935,2616.0,0.0168,88.55820000000006
鲜,936,2605.0,0.0168,88.57500000000006
附,937,2602.0,0.0167,88.59170000000006
骨,938,2593.0,0.0167,88.60840000000006
审,939,2590.0,0.0167,88.62510000000006
胡,940,2586.0,0.0166,88.64170000000006
输,941,2584.0,0.0166,88.65830000000005
宁,942,2583.0,0.0166,88.67490000000005
丝,943,2581.0,0.0166,88.69150000000005
姐,944,2580.0,0.0166,88.70810000000004
彩,945,2576.0,0.0166,88.72470000000004
睡,946,2575.0,0.0166,88.74130000000004
巨,947,2572.0,0.0165,88.75780000000003
迫,948,2568.0,0.0165,88.77430000000003
鼓,949,2566.0,0.0165,88.79080000000002
伙,950,2566.0,0.0165,88.80730000000001
借,951,2563.0,0.0165,88.8238
耳,952,2556.0,0.0164,88.84020000000001
典,953,2554.0,0.0164,88.85660000000001
刺,954,2553.0,0.0164,88.87300000000002
暗,955,2552.0,0.0164,88.88940000000002
镜,956,2551.0,0.0164,88.90580000000003
序,957,2542.0,0.0163,88.92210000000003
哈,958,2535.0,0.0163,88.93840000000003
菜,959,2528.0,0.0163,88.95470000000003
溶,960,2527.0,0.0163,88.97100000000003
笔,961,2523.0,0.0162,88.98720000000003
汽,962,2520.0,0.0162,89.00340000000003
礼,963,2516.0,0.0162,89.01960000000003
摇,964,2514.0,0.0162,89.03580000000002
迅,965,2507.0,0.0161,89.05190000000002
险,966,2500.0,0.0161,89.06800000000001
遗,967,2477.0,0.0159,89.08390000000001
威,968,2470.0,0.0159,89.09980000000002
沿,969,2470.0,0.0159,89.11570000000002
弹,970,2468.0,0.0159,89.13160000000002
私,971,2465.0,0.0159,89.14750000000002
攻,972,2462.0,0.0158,89.16330000000002
宝,973,2459.0,0.0158,89.17910000000002
抽,974,2454.0,0.0158,89.19490000000002
雪,975,2450.0,0.0158,89.21070000000002
孙,976,2449.0,0.0158,89.22650000000002
藏,977,2446.0,0.0157,89.24220000000001
毒,978,2446.0,0.0157,89.2579
顿,979,2445.0,0.0157,89.2736
末,980,2443.0,0.0157,89.2893
摆,981,2433.0,0.0156,89.3049
趣,982,2430.0,0.0156,89.32050000000001
救,983,2428.0,0.0156,89.33610000000002
镇,984,2427.0,0.0156,89.35170000000002
楼,985,2426.0,0.0156,89.36730000000003
智,986,2418.0,0.0156,89.38290000000003
园,987,2417.0,0.0155,89.39840000000004
康,988,2417.0,0.0155,89.41390000000004
永,989,2417.0,0.0155,89.42940000000004
遇,990,2412.0,0.0155,89.44490000000005
雄,991,2403.0,0.0155,89.46040000000005
替,992,2400.0,0.0154,89.47580000000005
危,993,2393.0,0.0154,89.49120000000005
楚,994,2380.0,0.0153,89.50650000000005
侵,995,2369.0,0.0152,89.52170000000004
枪,996,2357.0,0.0152,89.53690000000003
冰,997,2348.0,0.0151,89.55200000000004
健,998,2346.0,0.0151,89.56710000000004
播,999,2342.0,0.0151,89.58220000000004
途,1000,2331.0,0.015,89.59720000000004
损,1001,2330.0,0.015,89.61220000000004
秀,1002,2327.0,0.015,89.62720000000004
丽,1003,2320.0,0.0149,89.64210000000004
秋,1004,2317.0,0.0149,89.65700000000004
执,1005,2317.0,0.0149,89.67190000000004
束,1006,2309.0,0.0148,89.68670000000003
纳,1007,2309.0,0.0148,89.70150000000002
虑,1008,2306.0,0.0148,89.71630000000002
疑,1009,2306.0,0.0148,89.73110000000001
午,1010,2306.0,0.0148,89.7459
粮,1011,2304.0,0.0148,89.7607
架,1012,2300.0,0.0148,89.7755
盛,1013,2298.0,0.0148,89.79029999999999
湖,1014,2296.0,0.0148,89.80509999999998
尚,1015,2291.0,0.0147,89.81979999999999
床,1016,2289.0,0.0147,89.83449999999999
份,1017,2286.0,0.0147,89.8492
套,1018,2278.0,0.0147,89.8639
毫,1019,2278.0,0.0147,89.8786
奋,1020,2268.0,0.0146,89.89320000000001
扬,1021,2251.0,0.0145,89.9077
赵,1022,2247.0,0.0145,89.9222
混,1023,2239.0,0.0144,89.9366
献,1024,2237.0,0.0144,89.951
择,1025,2233.0,0.0144,89.96539999999999
庄,1026,2230.0,0.0143,89.9797
殖,1027,2221.0,0.0143,89.994
店,1028,2215.0,0.0142,90.0082
皇,1029,2214.0,0.0142,90.0224
购,1030,2206.0,0.0142,90.0366
缩,1031,2204.0,0.0142,90.05080000000001
盐,1032,2201.0,0.0142,90.06500000000001
冬,1033,2188.0,0.0141,90.07910000000001
齐,1034,2187.0,0.0141,90.09320000000001
径,1035,2185.0,0.0141,90.10730000000001
偏,1036,2182.0,0.014,90.1213
盖,1037,2179.0,0.014,90.1353
款,1038,2174.0,0.014,90.1493
衡,1039,2169.0,0.0139,90.1632
阻,1040,2165.0,0.0139,90.17710000000001
托,1041,2164.0,0.0139,90.20490000000002
喊,1042,2164.0,0.0139,90.19100000000002
繁,1043,2163.0,0.0139,90.21880000000003
纯,1044,2154.0,0.0139,90.23270000000004
牙,1045,2154.0,0.0139,90.24660000000004
殊,1046,2153.0,0.0138,90.26040000000005
浪,1047,2143.0,0.0138,90.27420000000005
招,1048,2141.0,0.0138,90.28800000000005
符,1049,2136.0,0.0137,90.30170000000005
折,1050,2130.0,0.0137,90.32910000000005
泽,1051,2130.0,0.0137,90.31540000000005
弄,1052,2123.0,0.0137,90.34280000000005
奶,1053,2112.0,0.0136,90.35640000000005
谢,1054,2106.0,0.0135,90.36990000000004
累,1055,2105.0,0.0135,90.38340000000004
亦,1056,2102.0,0.0135,90.39690000000003
厚,1057,2100.0,0.0135,90.41040000000002
朋,1058,2094.0,0.0135,90.42390000000002
伸,1059,2087.0,0.0134,90.43730000000002
筑,1060,2081.0,0.0134,90.45070000000003
闪,1061,2079.0,0.0134,90.46410000000003
枝,1062,2073.0,0.0133,90.47740000000003
授,1063,2071.0,0.0133,90.49070000000003
蛋,1064,2071.0,0.0133,90.50400000000003
潮,1065,2070.0,0.0133,90.51730000000003
登,1066,2069.0,0.0133,90.53060000000004
售,1067,2068.0,0.0133,90.54390000000004
孔,1068,2063.0,0.0133,90.55720000000004
街,1069,2052.0,0.0132,90.57040000000003
败,1070,2048.0,0.0132,90.58360000000003
迎,1071,2044.0,0.0131,90.59670000000003
肥,1072,2028.0,0.013,90.60970000000003
恩,1073,2027.0,0.013,90.62270000000004
尼,1074,2021.0,0.013,90.63570000000004
幼,1075,2016.0,0.013,90.64870000000005
惯,1076,2015.0,0.013,90.66170000000005
钢,1077,2011.0,0.0129,90.67460000000005
肯,1078,2009.0,0.0129,90.68750000000006
矿,1079,2007.0,0.0129,90.70040000000006
岛,1080,2005.0,0.0129,90.71330000000006
伟,1081,2004.0,0.0129,90.72620000000006
粉,1082,2004.0,0.0129,90.73910000000006
振,1083,2002.0,0.0129,90.75200000000007
吴,1084,2000.0,0.0129,90.76490000000007
夺,1085,1995.0,0.0128,90.77770000000007
尤,1086,1995.0,0.0128,90.79050000000007
忘,1087,1994.0,0.0128,90.80330000000006
荣,1088,1993.0,0.0128,90.81610000000006
亡,1089,1991.0,0.0128,90.84170000000006
阴,1090,1991.0,0.0128,90.82890000000006
凡,1091,1989.0,0.0128,90.85450000000006
毕,1092,1988.0,0.0128,90.86730000000006
暴,1093,1987.0,0.0128,90.88010000000006
唐,1094,1984.0,0.0128,90.89290000000005
勇,1095,1980.0,0.0127,90.90560000000005
避,1096,1975.0,0.0127,90.91830000000004
麻,1097,1969.0,0.0127,90.93100000000004
股,1098,1967.0,0.0127,90.94370000000004
硬,1099,1967.0,0.0127,90.95640000000003
洞,1100,1964.0,0.0126,90.96900000000004
盘,1101,1961.0,0.0126,90.98160000000004
轮,1102,1960.0,0.0126,90.99420000000005
警,1103,1957.0,0.0126,91.00680000000006
闹,1104,1957.0,0.0126,91.01940000000006
录,1105,1955.0,0.0126,91.05720000000008
绍,1106,1955.0,0.0126,91.03200000000007
描,1107,1955.0,0.0126,91.04460000000007
寻,1108,1953.0,0.0126,91.06980000000009
妹,1109,1952.0,0.0126,91.08240000000009
幸,1110,1948.0,0.0125,91.0949000000001
壁,1111,1947.0,0.0125,91.1074000000001
距,1112,1946.0,0.0125,91.1199000000001
玩,1113,1935.0,0.0124,91.1447000000001
休,1114,1935.0,0.0124,91.1323000000001
延,1115,1932.0,0.0124,91.1571000000001
综,1116,1924.0,0.0124,91.1695000000001
甲,1117,1922.0,0.0124,91.1819000000001
泛,1118,1922.0,0.0124,91.1943000000001
哲,1119,1921.0,0.0124,91.2067000000001
载,1120,1911.0,0.0123,91.2190000000001
雷,1121,1907.0,0.0123,91.23130000000009
窗,1122,1906.0,0.0123,91.24360000000009
虚,1123,1897.0,0.0122,91.2558000000001
秘,1124,1896.0,0.0122,91.28020000000011
俗,1125,1896.0,0.0122,91.2680000000001
倾,1126,1894.0,0.0122,91.29240000000011
哭,1127,1894.0,0.0122,91.30460000000012
禁,1128,1894.0,0.0122,91.31680000000013
零,1129,1893.0,0.0122,91.32900000000014
触,1130,1893.0,0.0122,91.34120000000014
巧,1131,1887.0,0.0121,91.35330000000015
圈,1132,1886.0,0.0121,91.36540000000015
努,1133,1885.0,0.0121,91.37750000000015
喝,1134,1881.0,0.0121,91.38960000000016
彻,1135,1879.0,0.0121,91.40170000000016
晶,1136,1878.0,0.0121,91.41380000000017
丁,1137,1874.0,0.0121,91.42590000000017
操,1138,1873.0,0.012,91.43790000000017
奴,1139,1866.0,0.012,91.44990000000017
宜,1140,1865.0,0.012,91.47390000000017
菌,1141,1865.0,0.012,91.46190000000017
叔,1142,1859.0,0.012,91.48590000000017
桥,1143,1853.0,0.0119,91.49780000000017
仿,1144,1851.0,0.0119,91.50970000000017
默,1145,1846.0,0.0119,91.52160000000016
