# 数据名: 欧洲赤膀鸭的秋季迁徙模式
标签,经度,纬度,坐标系统,开始时间,结束时间,说明
漈凫,8.188,47.612,WGS_84,2010-2-19 15:0:0,2010-2-19 15:0:0,gps
漈凫,8.19333,47.61383,WGS_84,2010-2-19 21:0:0,2010-2-19 21:0:0,gps
漈凫,8.188,47.612,WGS_84,2010-2-20 6:0:0,2010-2-20 6:0:0,gps
漈凫,8.18683,47.61033,WGS_84,2010-2-20 9:0:0,2010-2-20 9:0:0,gps
漈凫,8.1735,47.59833,WGS_84,2010-2-20 15:0:0,2010-2-20 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-2-20 21:0:0,2010-2-20 21:0:0,gps
漈凫,8.1935,47.61367,WGS_84,2010-2-21 6:0:0,2010-2-21 6:0:0,gps
漈凫,8.188,47.61183,WGS_84,2010-2-21 9:0:0,2010-2-21 9:0:0,gps
漈凫,8.18783,47.6115,WGS_84,2010-2-21 15:0:0,2010-2-21 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-2-21 21:0:0,2010-2-21 21:0:0,gps
漈凫,8.18617,47.60933,WGS_84,2010-2-22 15:0:0,2010-2-22 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-2-22 21:0:0,2010-2-22 21:0:0,gps
漈凫,8.18867,47.61317,WGS_84,2010-2-23 6:0:0,2010-2-23 6:0:0,gps
漈凫,8.18817,47.61167,WGS_84,2010-2-23 9:0:0,2010-2-23 9:0:0,gps
漈凫,8.18717,47.61067,WGS_84,2010-2-23 15:0:0,2010-2-23 15:0:0,gps
漈凫,8.18717,47.61517,WGS_84,2010-2-23 21:0:0,2010-2-23 21:0:0,gps
漈凫,8.1865,47.60983,WGS_84,2010-2-24 6:0:0,2010-2-24 6:0:0,gps
漈凫,8.19233,47.61267,WGS_84,2010-2-24 9:0:0,2010-2-24 9:0:0,gps
漈凫,8.18867,47.6125,WGS_84,2010-2-24 15:0:0,2010-2-24 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-2-24 21:0:0,2010-2-24 21:0:0,gps
漈凫,8.18917,47.613,WGS_84,2010-2-25 6:0:0,2010-2-25 6:0:0,gps
漈凫,8.1885,47.6125,WGS_84,2010-2-25 9:0:0,2010-2-25 9:0:0,gps
漈凫,8.18667,47.61,WGS_84,2010-2-25 15:0:0,2010-2-25 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-2-25 21:0:0,2010-2-25 21:0:0,gps
漈凫,8.18667,47.61017,WGS_84,2010-2-26 6:0:0,2010-2-26 6:0:0,gps
漈凫,8.18783,47.61167,WGS_84,2010-2-26 9:0:0,2010-2-26 9:0:0,gps
漈凫,8.18233,47.60567,WGS_84,2010-2-26 15:0:0,2010-2-26 15:0:0,gps
漈凫,8.189,47.61317,WGS_84,2010-2-26 21:0:0,2010-2-26 21:0:0,gps
漈凫,8.18917,47.61383,WGS_84,2010-2-27 6:0:0,2010-2-27 6:0:0,gps
漈凫,8.1865,47.61017,WGS_84,2010-2-27 9:0:0,2010-2-27 9:0:0,gps
漈凫,8.18083,47.60517,WGS_84,2010-2-27 15:0:0,2010-2-27 15:0:0,gps
漈凫,8.18917,47.61383,WGS_84,2010-2-27 21:0:0,2010-2-27 21:0:0,gps
漈凫,8.18917,47.61383,WGS_84,2010-2-28 6:0:0,2010-2-28 6:0:0,gps
漈凫,8.18633,47.60967,WGS_84,2010-2-28 9:0:0,2010-2-28 9:0:0,gps
漈凫,8.17433,47.59917,WGS_84,2010-2-28 15:0:0,2010-2-28 15:0:0,gps
漈凫,8.18733,47.61367,WGS_84,2010-2-28 21:0:0,2010-2-28 21:0:0,gps
漈凫,8.18883,47.61283,WGS_84,2010-3-1 6:0:0,2010-3-1 6:0:0,gps
漈凫,8.18867,47.61267,WGS_84,2010-3-1 9:0:0,2010-3-1 9:0:0,gps
漈凫,8.188,47.61167,WGS_84,2010-3-1 15:0:0,2010-3-1 15:0:0,gps
漈凫,8.18717,47.61433,WGS_84,2010-3-1 21:0:0,2010-3-1 21:0:0,gps
漈凫,8.18867,47.61233,WGS_84,2010-3-2 6:0:0,2010-3-2 6:0:0,gps
漈凫,8.18683,47.61033,WGS_84,2010-3-2 9:0:0,2010-3-2 9:0:0,gps
漈凫,8.189,47.61317,WGS_84,2010-3-2 15:0:0,2010-3-2 15:0:0,gps
漈凫,8.18883,47.61267,WGS_84,2010-3-2 21:0:0,2010-3-2 21:0:0,gps
漈凫,8.189,47.613,WGS_84,2010-3-3 6:0:0,2010-3-3 6:0:0,gps
漈凫,8.1865,47.61,WGS_84,2010-3-3 15:0:0,2010-3-3 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-3-3 21:0:0,2010-3-3 21:0:0,gps
漈凫,8.189,47.61317,WGS_84,2010-3-4 6:0:0,2010-3-4 6:0:0,gps
漈凫,8.1885,47.61267,WGS_84,2010-3-4 15:0:0,2010-3-4 15:0:0,gps
漈凫,8.19317,47.613,WGS_84,2010-3-4 21:0:0,2010-3-4 21:0:0,gps
漈凫,8.18917,47.61417,WGS_84,2010-3-5 6:0:0,2010-3-5 6:0:0,gps
漈凫,8.17417,47.59917,WGS_84,2010-3-5 15:0:0,2010-3-5 15:0:0,gps
漈凫,8.1935,47.61383,WGS_84,2010-3-5 21:0:0,2010-3-5 21:0:0,gps
漈凫,8.18917,47.614,WGS_84,2010-3-6 9:0:0,2010-3-6 9:0:0,gps
漈凫,8.17483,47.59983,WGS_84,2010-3-6 15:0:0,2010-3-6 15:0:0,gps
漈凫,8.18767,47.61283,WGS_84,2010-3-6 21:0:0,2010-3-6 21:0:0,gps
漈凫,8.18917,47.61383,WGS_84,2010-3-7 6:0:0,2010-3-7 6:0:0,gps
漈凫,8.18883,47.61333,WGS_84,2010-3-7 9:0:0,2010-3-7 9:0:0,gps
漈凫,8.1745,47.5995,WGS_84,2010-3-7 15:0:0,2010-3-7 15:0:0,gps
漈凫,8.18717,47.61383,WGS_84,2010-3-7 21:0:0,2010-3-7 21:0:0,gps
漈凫,8.19317,47.6135,WGS_84,2010-3-8 6:0:0,2010-3-8 6:0:0,gps
漈凫,8.19317,47.61367,WGS_84,2010-3-8 9:0:0,2010-3-8 9:0:0,gps
漈凫,8.17467,47.59967,WGS_84,2010-3-8 15:0:0,2010-3-8 15:0:0,gps
漈凫,8.19283,47.61317,WGS_84,2010-3-8 21:0:0,2010-3-8 21:0:0,gps
漈凫,8.18717,47.61083,WGS_84,2010-3-9 6:0:0,2010-3-9 6:0:0,gps
漈凫,8.17417,47.59917,WGS_84,2010-3-9 9:0:0,2010-3-9 9:0:0,gps
漈凫,8.1745,47.59967,WGS_84,2010-3-9 15:0:0,2010-3-9 15:0:0,gps
漈凫,8.19283,47.613,WGS_84,2010-3-9 21:0:0,2010-3-9 21:0:0,gps
漈凫,8.18933,47.614,WGS_84,2010-3-10 6:0:0,2010-3-10 6:0:0,gps
漈凫,8.1745,47.5995,WGS_84,2010-3-10 9:0:0,2010-3-10 9:0:0,gps
漈凫,8.17483,47.59983,WGS_84,2010-3-10 15:0:0,2010-3-10 15:0:0,gps
漈凫,8.19333,47.61367,WGS_84,2010-3-10 21:0:0,2010-3-10 21:0:0,gps
漈凫,8.18933,47.61417,WGS_84,2010-3-11 6:0:0,2010-3-11 6:0:0,gps
漈凫,8.175,47.6,WGS_84,2010-3-11 9:0:0,2010-3-11 9:0:0,gps
漈凫,8.17367,47.59917,WGS_84,2010-3-11 15:0:0,2010-3-11 15:0:0,gps
漈凫,8.1685,47.59633,WGS_84,2010-3-11 21:0:0,2010-3-11 21:0:0,gps
漈凫,8.18733,47.6135,WGS_84,2010-3-12 6:0:0,2010-3-12 6:0:0,gps
漈凫,8.17433,47.59933,WGS_84,2010-3-12 9:0:0,2010-3-12 9:0:0,gps
漈凫,8.1735,47.5985,WGS_84,2010-3-12 15:0:0,2010-3-12 15:0:0,gps
漈凫,8.19267,47.61267,WGS_84,2010-3-12 21:0:0,2010-3-12 21:0:0,gps
漈凫,8.18833,47.61267,WGS_84,2010-3-13 6:0:0,2010-3-13 6:0:0,gps
漈凫,8.19333,47.6135,WGS_84,2010-3-13 9:0:0,2010-3-13 9:0:0,gps
漈凫,8.17417,47.59917,WGS_84,2010-3-13 15:0:0,2010-3-13 15:0:0,gps
漈凫,8.17767,47.604,WGS_84,2010-3-13 21:0:0,2010-3-13 21:0:0,gps
漈凫,8.189,47.61333,WGS_84,2010-3-14 6:0:0,2010-3-14 6:0:0,gps
漈凫,8.1745,47.599,WGS_84,2010-3-14 9:0:0,2010-3-14 9:0:0,gps
漈凫,8.16667,47.5985,WGS_84,2010-3-14 15:0:0,2010-3-14 15:0:0,gps
漈凫,14.737,49.23283,WGS_84,2010-6-1 21:0:0,2010-6-1 21:0:0,gps
漈凫,14.74017,49.232,WGS_84,2010-6-2 21:0:0,2010-6-2 21:0:0,gps
漈凫,14.73817,49.23067,WGS_84,2010-6-3 21:0:0,2010-6-3 21:0:0,gps
漈凫,14.738,49.23083,WGS_84,2010-6-5 15:0:0,2010-6-5 15:0:0,gps
漈凫,14.73767,49.23,WGS_84,2010-6-6 15:0:0,2010-6-6 15:0:0,gps
漈凫,14.73817,49.231,WGS_84,2010-6-7 15:0:0,2010-6-7 15:0:0,gps
漈凫,14.73817,49.231,WGS_84,2010-6-8 15:0:0,2010-6-8 15:0:0,gps
漈凫,14.73767,49.23083,WGS_84,2010-6-9 15:0:0,2010-6-9 15:0:0,gps
漈凫,14.74067,49.22583,WGS_84,2010-6-27 15:0:0,2010-6-27 15:0:0,gps
漈凫,14.7385,49.22983,WGS_84,2010-6-28 6:0:0,2010-6-28 6:0:0,gps
漈凫,14.73733,49.2305,WGS_84,2010-6-28 9:0:0,2010-6-28 9:0:0,gps
漈凫,14.738,49.23083,WGS_84,2010-6-28 15:0:0,2010-6-28 15:0:0,gps
漈凫,14.73817,49.23067,WGS_84,2010-6-29 6:0:0,2010-6-29 6:0:0,gps
漈凫,14.74983,49.23433,WGS_84,2010-6-29 9:0:0,2010-6-29 9:0:0,gps
漈凫,14.738,49.23117,WGS_84,2010-6-29 15:0:0,2010-6-29 15:0:0,gps
漈凫,14.738,49.231,WGS_84,2010-6-30 6:0:0,2010-6-30 6:0:0,gps
漈凫,14.73833,49.23117,WGS_84,2010-6-30 9:0:0,2010-6-30 9:0:0,gps
漈凫,14.7405,49.233,WGS_84,2010-6-30 15:0:0,2010-6-30 15:0:0,gps
漈凫,14.75017,49.23417,WGS_84,2010-7-1 6:0:0,2010-7-1 6:0:0,gps
漈凫,14.738,49.231,WGS_84,2010-7-1 9:0:0,2010-7-1 9:0:0,gps
漈凫,14.73817,49.23167,WGS_84,2010-7-1 15:0:0,2010-7-1 15:0:0,gps
漈凫,14.73817,49.23167,WGS_84,2010-7-2 15:0:0,2010-7-2 15:0:0,gps
漈凫,14.73767,49.234,WGS_84,2010-7-3 6:0:0,2010-7-3 6:0:0,gps
漈凫,14.7385,49.23417,WGS_84,2010-7-3 9:0:0,2010-7-3 9:0:0,gps
漈凫,14.73833,49.234,WGS_84,2010-7-3 15:0:0,2010-7-3 15:0:0,gps
漈凫,14.74033,49.23183,WGS_84,2010-7-4 6:0:0,2010-7-4 6:0:0,gps
漈凫,14.742,49.232,WGS_84,2010-7-4 9:0:0,2010-7-4 9:0:0,gps
漈凫,14.7375,49.23383,WGS_84,2010-7-4 15:0:0,2010-7-4 15:0:0,gps
漈凫,14.7445,49.233,WGS_84,2010-7-5 6:0:0,2010-7-5 6:0:0,gps
漈凫,14.74233,49.232,WGS_84,2010-7-5 9:0:0,2010-7-5 9:0:0,gps
漈凫,14.74817,49.2335,WGS_84,2010-7-5 15:0:0,2010-7-5 15:0:0,gps
漈凫,14.7425,49.232,WGS_84,2010-7-6 6:0:0,2010-7-6 6:0:0,gps
漈凫,14.7455,49.2335,WGS_84,2010-7-6 9:0:0,2010-7-6 9:0:0,gps
漈凫,14.7455,49.23367,WGS_84,2010-7-6 15:0:0,2010-7-6 15:0:0,gps
漈凫,14.74783,49.2335,WGS_84,2010-7-7 6:0:0,2010-7-7 6:0:0,gps
漈凫,14.74233,49.23167,WGS_84,2010-7-7 9:0:0,2010-7-7 9:0:0,gps
漈凫,14.73767,49.234,WGS_84,2010-7-8 6:0:0,2010-7-8 6:0:0,gps
漈凫,14.7375,49.234,WGS_84,2010-7-8 9:0:0,2010-7-8 9:0:0,gps
漈凫,14.74183,49.23133,WGS_84,2010-7-8 21:0:0,2010-7-8 21:0:0,gps
漈凫,14.749,49.23383,WGS_84,2010-7-9 6:0:0,2010-7-9 6:0:0,gps
漈凫,14.74933,49.23233,WGS_84,2010-7-9 9:0:0,2010-7-9 9:0:0,gps
漈凫,14.742,49.23133,WGS_84,2010-7-9 21:0:0,2010-7-9 21:0:0,gps
漈凫,14.749,49.23367,WGS_84,2010-7-10 6:0:0,2010-7-10 6:0:0,gps
漈凫,14.74917,49.23367,WGS_84,2010-7-10 9:0:0,2010-7-10 9:0:0,gps
漈凫,14.74983,49.23167,WGS_84,2010-7-10 21:0:0,2010-7-10 21:0:0,gps
漈凫,14.74983,49.23117,WGS_84,2010-7-11 6:0:0,2010-7-11 6:0:0,gps
漈凫,14.74867,49.23383,WGS_84,2010-7-11 9:0:0,2010-7-11 9:0:0,gps
漈凫,14.7415,49.226,WGS_84,2010-7-11 15:0:0,2010-7-11 15:0:0,gps
漈凫,14.74967,49.23167,WGS_84,2010-7-11 21:0:0,2010-7-11 21:0:0,gps
漈凫,14.74917,49.23367,WGS_84,2010-7-12 6:0:0,2010-7-12 6:0:0,gps
漈凫,14.74917,49.23367,WGS_84,2010-7-12 9:0:0,2010-7-12 9:0:0,gps
漈凫,14.74817,49.2335,WGS_84,2010-7-12 15:0:0,2010-7-12 15:0:0,gps
漈凫,14.74983,49.2315,WGS_84,2010-7-12 21:0:0,2010-7-12 21:0:0,gps
漈凫,14.74933,49.23167,WGS_84,2010-7-13 6:0:0,2010-7-13 6:0:0,gps
漈凫,14.74933,49.23133,WGS_84,2010-7-13 9:0:0,2010-7-13 9:0:0,gps
漈凫,14.74967,49.2315,WGS_84,2010-7-13 15:0:0,2010-7-13 15:0:0,gps
漈凫,14.74917,49.23167,WGS_84,2010-7-14 9:0:0,2010-7-14 9:0:0,gps
漈凫,14.74983,49.23183,WGS_84,2010-7-14 15:0:0,2010-7-14 15:0:0,gps
漈凫,14.74967,49.2315,WGS_84,2010-7-15 9:0:0,2010-7-15 9:0:0,gps
漈凫,14.74967,49.23167,WGS_84,2010-7-15 15:0:0,2010-7-15 15:0:0,gps
漈凫,14.74983,49.23167,WGS_84,2010-7-16 9:0:0,2010-7-16 9:0:0,gps
漈凫,14.74983,49.23117,WGS_84,2010-7-16 15:0:0,2010-7-16 15:0:0,gps
漈凫,14.749,49.23367,WGS_84,2010-7-17 9:0:0,2010-7-17 9:0:0,gps
漈凫,14.748,49.2335,WGS_84,2010-7-17 15:0:0,2010-7-17 15:0:0,gps
漈凫,14.74817,49.2335,WGS_84,2010-7-18 9:0:0,2010-7-18 9:0:0,gps
漈凫,14.74817,49.2335,WGS_84,2010-7-19 15:0:0,2010-7-19 15:0:0,gps
漈凫,14.66917,49.09067,WGS_84,2010-7-20 15:0:0,2010-7-20 15:0:0,gps
漈凫,14.649,49.06267,WGS_84,2010-7-20 21:0:0,2010-7-20 21:0:0,gps
漈凫,14.678,49.09067,WGS_84,2010-7-21 6:0:0,2010-7-21 6:0:0,gps
漈凫,14.678,49.0915,WGS_84,2010-7-21 15:0:0,2010-7-21 15:0:0,gps
漈凫,14.65933,49.11683,WGS_84,2010-7-21 21:0:0,2010-7-21 21:0:0,gps
漈凫,14.67767,49.09167,WGS_84,2010-7-22 6:0:0,2010-7-22 6:0:0,gps
漈凫,14.65933,49.11683,WGS_84,2010-7-22 21:0:0,2010-7-22 21:0:0,gps
漈凫,14.65933,49.11683,WGS_84,2010-7-23 21:0:0,2010-7-23 21:0:0,gps
漈凫,14.67667,49.09083,WGS_84,2010-7-24 6:0:0,2010-7-24 6:0:0,gps
漈凫,14.654,49.09917,WGS_84,2010-7-24 21:0:0,2010-7-24 21:0:0,gps
漈凫,14.681,49.09083,WGS_84,2010-7-25 6:0:0,2010-7-25 6:0:0,gps
漈凫,14.678,49.0915,WGS_84,2010-7-25 9:0:0,2010-7-25 9:0:0,gps
漈凫,14.65417,49.0995,WGS_84,2010-7-25 21:0:0,2010-7-25 21:0:0,gps
漈凫,14.68,49.091,WGS_84,2010-7-26 15:0:0,2010-7-26 15:0:0,gps
漈凫,14.65933,49.11683,WGS_84,2010-7-26 21:0:0,2010-7-26 21:0:0,gps
漈凫,14.67717,49.091,WGS_84,2010-7-27 6:0:0,2010-7-27 6:0:0,gps
漈凫,14.681,49.09083,WGS_84,2010-7-27 9:0:0,2010-7-27 9:0:0,gps
漈凫,14.65933,49.11667,WGS_84,2010-7-27 21:0:0,2010-7-27 21:0:0,gps
漈凫,14.68033,49.09083,WGS_84,2010-7-28 6:0:0,2010-7-28 6:0:0,gps
漈凫,14.68033,49.09067,WGS_84,2010-7-28 9:0:0,2010-7-28 9:0:0,gps
漈凫,14.68,49.0905,WGS_84,2010-7-28 15:0:0,2010-7-28 15:0:0,gps
漈凫,14.6595,49.1165,WGS_84,2010-7-28 21:0:0,2010-7-28 21:0:0,gps
漈凫,14.67983,49.09083,WGS_84,2010-7-29 9:0:0,2010-7-29 9:0:0,gps
漈凫,14.65933,49.11683,WGS_84,2010-7-29 21:0:0,2010-7-29 21:0:0,gps
漈凫,14.654,49.09917,WGS_84,2010-7-30 6:0:0,2010-7-30 6:0:0,gps
漈凫,14.654,49.09917,WGS_84,2010-7-30 9:0:0,2010-7-30 9:0:0,gps
漈凫,14.654,49.099,WGS_84,2010-7-30 15:0:0,2010-7-30 15:0:0,gps
漈凫,14.65933,49.11667,WGS_84,2010-7-30 21:0:0,2010-7-30 21:0:0,gps
漈凫,14.654,49.09917,WGS_84,2010-7-31 6:0:0,2010-7-31 6:0:0,gps
漈凫,14.65983,49.11633,WGS_84,2010-7-31 9:0:0,2010-7-31 9:0:0,gps
漈凫,14.65417,49.09933,WGS_84,2010-7-31 15:0:0,2010-7-31 15:0:0,gps
漈凫,14.65933,49.1165,WGS_84,2010-7-31 21:0:0,2010-7-31 21:0:0,gps
漈凫,14.654,49.09917,WGS_84,2010-8-1 6:0:0,2010-8-1 6:0:0,gps
漈凫,14.65933,49.11717,WGS_84,2010-8-1 9:0:0,2010-8-1 9:0:0,gps
漈凫,14.659,49.11533,WGS_84,2010-8-1 15:0:0,2010-8-1 15:0:0,gps
漈凫,14.65933,49.11633,WGS_84,2010-8-1 21:0:0,2010-8-1 21:0:0,gps
漈凫,14.681,49.09183,WGS_84,2010-8-2 6:0:0,2010-8-2 6:0:0,gps
漈凫,14.68067,49.09083,WGS_84,2010-8-2 9:0:0,2010-8-2 9:0:0,gps
漈凫,14.68017,49.09067,WGS_84,2010-8-2 15:0:0,2010-8-2 15:0:0,gps
漈凫,14.6595,49.1165,WGS_84,2010-8-2 21:0:0,2010-8-2 21:0:0,gps
漈凫,14.65417,49.099,WGS_84,2010-8-3 6:0:0,2010-8-3 6:0:0,gps
漈凫,14.6535,49.09917,WGS_84,2010-8-3 9:0:0,2010-8-3 9:0:0,gps
漈凫,14.64667,49.158,WGS_84,2010-8-3 15:0:0,2010-8-3 15:0:0,gps
漈凫,14.6535,49.09917,WGS_84,2010-8-4 6:0:0,2010-8-4 6:0:0,gps
漈凫,14.65417,49.0995,WGS_84,2010-8-4 9:0:0,2010-8-4 9:0:0,gps
漈凫,14.65417,49.0995,WGS_84,2010-8-4 15:0:0,2010-8-4 15:0:0,gps
漈凫,14.65933,49.1165,WGS_84,2010-8-4 21:0:0,2010-8-4 21:0:0,gps
漈凫,14.6535,49.09933,WGS_84,2010-8-5 6:0:0,2010-8-5 6:0:0,gps
漈凫,14.6595,49.1165,WGS_84,2010-8-5 9:0:0,2010-8-5 9:0:0,gps
漈凫,14.65383,49.099,WGS_84,2010-8-5 15:0:0,2010-8-5 15:0:0,gps
漈凫,14.65417,49.0995,WGS_84,2010-8-5 21:0:0,2010-8-5 21:0:0,gps
漈凫,14.65367,49.09933,WGS_84,2010-8-6 6:0:0,2010-8-6 6:0:0,gps
漈凫,14.65933,49.1165,WGS_84,2010-8-6 9:0:0,2010-8-6 9:0:0,gps
漈凫,14.6595,49.11633,WGS_84,2010-8-6 15:0:0,2010-8-6 15:0:0,gps
漈凫,14.65983,49.1165,WGS_84,2010-8-6 21:0:0,2010-8-6 21:0:0,gps
漈凫,14.65383,49.09917,WGS_84,2010-8-7 6:0:0,2010-8-7 6:0:0,gps
漈凫,14.65383,49.0995,WGS_84,2010-8-7 9:0:0,2010-8-7 9:0:0,gps
漈凫,14.65367,49.09917,WGS_84,2010-8-7 15:0:0,2010-8-7 15:0:0,gps
漈凫,14.65967,49.11667,WGS_84,2010-8-7 21:0:0,2010-8-7 21:0:0,gps
漈凫,14.65917,49.11633,WGS_84,2010-8-8 6:0:0,2010-8-8 6:0:0,gps
漈凫,14.65467,49.14233,WGS_84,2010-8-8 9:0:0,2010-8-8 9:0:0,gps
漈凫,14.6545,49.14233,WGS_84,2010-8-8 15:0:0,2010-8-8 15:0:0,gps
漈凫,14.64967,49.15767,WGS_84,2010-8-8 21:0:0,2010-8-8 21:0:0,gps
漈凫,14.6475,49.15767,WGS_84,2010-8-9 6:0:0,2010-8-9 6:0:0,gps
漈凫,14.64733,49.15767,WGS_84,2010-8-9 9:0:0,2010-8-9 9:0:0,gps
漈凫,14.65133,49.15533,WGS_84,2010-8-9 15:0:0,2010-8-9 15:0:0,gps
漈凫,14.64967,49.158,WGS_84,2010-8-9 21:0:0,2010-8-9 21:0:0,gps
漈凫,14.64717,49.15783,WGS_84,2010-8-10 6:0:0,2010-8-10 6:0:0,gps
漈凫,14.6485,49.1575,WGS_84,2010-8-10 9:0:0,2010-8-10 9:0:0,gps
漈凫,14.65133,49.15533,WGS_84,2010-8-10 15:0:0,2010-8-10 15:0:0,gps
漈凫,14.65167,49.15633,WGS_84,2010-8-10 21:0:0,2010-8-10 21:0:0,gps
漈凫,14.65417,49.153,WGS_84,2010-8-11 6:0:0,2010-8-11 6:0:0,gps
漈凫,14.65133,49.155,WGS_84,2010-8-11 9:0:0,2010-8-11 9:0:0,gps
漈凫,14.65233,49.15417,WGS_84,2010-8-11 15:0:0,2010-8-11 15:0:0,gps
漈凫,14.738,49.23067,WGS_84,2010-8-11 21:0:0,2010-8-11 21:0:0,gps
漈凫,14.74933,49.23183,WGS_84,2010-8-12 6:0:0,2010-8-12 6:0:0,gps
漈凫,14.74933,49.23167,WGS_84,2010-8-12 9:0:0,2010-8-12 9:0:0,gps
漈凫,14.7495,49.23167,WGS_84,2010-8-12 15:0:0,2010-8-12 15:0:0,gps
漈凫,14.73833,49.23067,WGS_84,2010-8-12 21:0:0,2010-8-12 21:0:0,gps
漈凫,14.73817,49.23067,WGS_84,2010-8-13 6:0:0,2010-8-13 6:0:0,gps
漈凫,14.7495,49.2315,WGS_84,2010-8-13 9:0:0,2010-8-13 9:0:0,gps
漈凫,14.7495,49.23183,WGS_84,2010-8-13 21:0:0,2010-8-13 21:0:0,gps
漈凫,14.73817,49.23117,WGS_84,2010-8-14 9:0:0,2010-8-14 9:0:0,gps
漈凫,14.74917,49.23183,WGS_84,2010-8-14 15:0:0,2010-8-14 15:0:0,gps
漈凫,14.74933,49.23183,WGS_84,2010-8-14 21:0:0,2010-8-14 21:0:0,gps
漈凫,14.738,49.231,WGS_84,2010-8-15 9:0:0,2010-8-15 9:0:0,gps
漈凫,14.738,49.231,WGS_84,2010-8-16 6:0:0,2010-8-16 6:0:0,gps
漈凫,14.73817,49.23083,WGS_84,2010-8-16 9:0:0,2010-8-16 9:0:0,gps
漈凫,14.74917,49.23167,WGS_84,2010-8-16 15:0:0,2010-8-16 15:0:0,gps
漈凫,14.6535,49.15367,WGS_84,2010-8-16 21:0:0,2010-8-16 21:0:0,gps
漈凫,14.65917,49.11633,WGS_84,2010-8-17 6:0:0,2010-8-17 6:0:0,gps
漈凫,14.65933,49.116,WGS_84,2010-8-17 9:0:0,2010-8-17 9:0:0,gps
漈凫,14.67983,49.09083,WGS_84,2010-8-17 15:0:0,2010-8-17 15:0:0,gps
漈凫,14.71433,48.8605,WGS_84,2010-8-17 21:0:0,2010-8-17 21:0:0,gps
漈凫,14.759,48.80733,WGS_84,2010-8-18 6:0:0,2010-8-18 6:0:0,gps
漈凫,14.759,48.8075,WGS_84,2010-8-18 9:0:0,2010-8-18 9:0:0,gps
漈凫,14.7195,48.94183,WGS_84,2010-8-18 15:0:0,2010-8-18 15:0:0,gps
漈凫,14.65383,49.09933,WGS_84,2010-8-18 21:0:0,2010-8-18 21:0:0,gps
漈凫,14.6595,49.1165,WGS_84,2010-8-19 6:0:0,2010-8-19 6:0:0,gps
漈凫,14.65933,49.11667,WGS_84,2010-8-19 9:0:0,2010-8-19 9:0:0,gps
漈凫,14.64567,49.099,WGS_84,2010-8-19 15:0:0,2010-8-19 15:0:0,gps
漈凫,14.65367,49.0995,WGS_84,2010-8-19 21:0:0,2010-8-19 21:0:0,gps
漈凫,14.65933,49.11617,WGS_84,2010-8-20 6:0:0,2010-8-20 6:0:0,gps
漈凫,14.6595,49.11667,WGS_84,2010-8-20 9:0:0,2010-8-20 9:0:0,gps
漈凫,14.6595,49.1165,WGS_84,2010-8-20 15:0:0,2010-8-20 15:0:0,gps
漈凫,14.6535,49.09917,WGS_84,2010-8-20 21:0:0,2010-8-20 21:0:0,gps
漈凫,14.65967,49.11583,WGS_84,2010-8-21 6:0:0,2010-8-21 6:0:0,gps
漈凫,14.6595,49.11583,WGS_84,2010-8-21 9:0:0,2010-8-21 9:0:0,gps
漈凫,14.6595,49.11667,WGS_84,2010-8-21 15:0:0,2010-8-21 15:0:0,gps
漈凫,14.65367,49.09917,WGS_84,2010-8-21 21:0:0,2010-8-21 21:0:0,gps
漈凫,14.65567,49.11283,WGS_84,2010-8-22 6:0:0,2010-8-22 6:0:0,gps
漈凫,14.65933,49.11633,WGS_84,2010-8-22 9:0:0,2010-8-22 9:0:0,gps
漈凫,14.66,49.1165,WGS_84,2010-8-22 15:0:0,2010-8-22 15:0:0,gps
漈凫,14.6535,49.09917,WGS_84,2010-8-22 21:0:0,2010-8-22 21:0:0,gps
漈凫,14.6595,49.1165,WGS_84,2010-8-23 6:0:0,2010-8-23 6:0:0,gps
漈凫,14.6595,49.11683,WGS_84,2010-8-23 9:0:0,2010-8-23 9:0:0,gps
漈凫,14.65967,49.11667,WGS_84,2010-8-23 15:0:0,2010-8-23 15:0:0,gps
漈凫,14.654,49.0995,WGS_84,2010-8-23 21:0:0,2010-8-23 21:0:0,gps
漈凫,14.65967,49.11683,WGS_84,2010-8-24 6:0:0,2010-8-24 6:0:0,gps
漈凫,14.65967,49.11683,WGS_84,2010-8-24 9:0:0,2010-8-24 9:0:0,gps
漈凫,14.65767,49.1145,WGS_84,2010-8-24 15:0:0,2010-8-24 15:0:0,gps
漈凫,14.65383,49.09933,WGS_84,2010-8-24 21:0:0,2010-8-24 21:0:0,gps
漈凫,14.65583,49.11167,WGS_84,2010-8-25 6:0:0,2010-8-25 6:0:0,gps
漈凫,14.65633,49.11367,WGS_84,2010-8-25 15:0:0,2010-8-25 15:0:0,gps
漈凫,14.65367,49.09917,WGS_84,2010-8-25 21:0:0,2010-8-25 21:0:0,gps
漈凫,14.65533,49.11283,WGS_84,2010-8-26 6:0:0,2010-8-26 6:0:0,gps
漈凫,14.6555,49.11267,WGS_84,2010-8-26 15:0:0,2010-8-26 15:0:0,gps
